60.9192506;11.6611471;TK1B
60.8919752;11.6685576;TK 1A
60.8947241;11.6717591;Stopp turn
60.8956586;11.6714736;Stopp turn
60.8978541;11.6699936;Stopp turn
60.8986764;11.6696234;Stopp turn
60.8992774;11.6704798;Stopp turn
60.9001788;11.6734501;Stopp turn
60.9004445;11.6769447;Stopp turn
60.9014209;11.6801287;Stopp turn
60.902904;11.6804107;Stopp turn
60.9041125;11.6818327;Stopp turn
60.9049145;11.6802545;Stopp turn
60.9051121;11.6794762;Stopp turn
60.905641;11.6792734;Stopp turn
60.9061224;11.679335;Stopp turn
60.9066609;11.6788552;Stopp turn
60.9073024;11.6782989;Stopp turn
60.9075429;11.6775274;Stopp turn
60.907724;11.6759323;Stopp turn
60.9080693;11.6757106;Stopp turn
60.9083452;11.6754998;Stopp turn
60.9087251;11.6754709;Stopp turn
60.9095077;11.6749223;Stopp turn
60.9098771;11.6752256;Stopp turn
60.9101216;11.6749358;Stopp turn
60.910526;11.6745637;Stopp turn
60.9115489;11.6739873;Stopp turn
60.9125545;11.6745073;Stopp turn
60.913662;11.6743922;Stopp turn
60.9149102;11.6736275;Stopp turn
60.9159934;11.6722776;Stopp turn
60.9171623;11.6694248;Stopp turn
60.9172435;11.6672001;Stopp turn
60.9176929;11.6656722;Stopp turn
60.9178331;11.6631005;Stopp turn
60.9185144;11.6613093;Stopp turn
60.9177855;11.6634861;Stopp ss
60.8941321;11.6710918;Start turn
60.8944048;11.6715509;Start turn
60.8954232;11.6715475;Start turn
60.8977595;11.6700529;Start turn
60.8981287;11.6697632;Start turn
60.8984022;11.6695606;Start turn
60.8990642;11.6701541;Start turn
60.8997966;11.6718127;Start turn
60.9003672;11.6762098;Start turn
60.9011193;11.6795922;Start turn
60.9024778;11.6800652;Start turn
60.903367;11.6816221;Start turn
60.9038354;11.6821331;Start turn
60.9047511;11.6806456;Start turn
60.9049674;11.6799117;Start turn
60.9053556;11.6793523;Start turn
60.9058254;11.679314;Start turn
60.9064889;11.6790093;Start turn
60.9069297;11.6787257;Start turn
60.9071944;11.6785079;Start turn
60.9074317;11.6779683;Start turn
60.9075334;11.6768575;Start turn
60.9075903;11.6762165;Start turn
60.9079195;11.6757897;Start turn
60.9082136;11.675599;Start turn
60.9084917;11.6754589;Start turn
60.9090465;11.6751597;Start turn
60.9092841;11.6749343;Start turn
60.9096416;11.6750461;Start turn
60.9099375;11.6752005;Start turn
60.9103516;11.6747075;Start turn
60.9107863;11.674139;Start turn
60.9109478;11.6739069;Start turn
60.9109478;11.6739069;Start turn
60.9118187;11.6741753;Start turn
60.913209;11.6745151;Start turn
60.9145308;11.6738616;Start turn
60.9152649;11.6732957;Start turn
60.9156034;11.6729397;Start turn
60.917063;11.6698637;Start turn
60.9171884;11.6676982;Start turn
60.9175493;11.6662839;Start turn
60.9177855;11.6634861;Start turn
60.9181824;11.6618803;Start turn
60.8932045;11.6692265;Start ss
60.8951932;11.6716132;Kron
60.8979467;11.6699265;Kron
60.8988443;11.6698268;Kron
60.8999372;11.6722711;Kron
60.900397;11.6765814;Kron
60.9031928;11.6811008;Kron
60.9068401;11.6787618;Kron
60.9106087;11.6744675;Kron
60.9114645;11.6739337;Kron
60.9158138;11.6726354;Kron
60.9167909;11.6704779;Kron
60.8975706;11.670173;Annet
60.899483;11.6710023;Annet
60.9034819;11.6819287;Annet
60.9177758;11.6636538;FF
